GO	kazan5500_2015_05_26_1_L01_1HP	kazan5500_2015_05_26_1_L01_2HP	kazan5500_2015_05_26_1_L01_3HP	kazan5500_2015_05_26_1_L01_4HP	kazan5500_2015_05_26_1_L01_5HP	kazan5500_2015_05_26_1_L01_6HP	kazan5500_2015_05_26_1_L01_8HP	kazan5500_2015_05_26_1_L02_10HP	kazan5500_2015_05_26_1_L02_11HP	kazan5500_2015_05_26_1_L02_12HP	kazan5500_2015_05_26_1_L02_14HP	kazan5500_2015_05_26_1_L02_15HP	kazan5500_2015_05_26_1_L02_16HP	kazan5500_2015_05_26_1_L02_9HP	kazan5500_2015_05_26_1_L03_17HP	kazan5500_2015_05_26_1_L03_19HP	kazan5500_2015_05_26_1_L03_20HP	kazan5500_2015_05_26_1_L03_21HP	kazan5500_2015_05_26_1_L03_22HP	kazan5500_2015_05_26_1_L03_23HP	kazan5500_2015_05_26_1_L03_24HP	kazan5500_2015_05_26_1_L04_25HP	kazan5500_2015_05_26_1_L04_26HP	kazan5500_2015_05_26_1_L04_27HP	kazan5500_2015_05_26_1_L04_28HP	kazan5500_2015_05_26_1_L04_29HP	kazan5500_2015_05_26_1_L04_30HP	kazan5500_2015_05_26_1_L04_31HP	kazan5500_2015_05_26_1_L05_32HP	kazan5500_2015_05_26_1_L05_33HP	kazan5500_2015_05_26_1_L05_34HP	kazan5500_2015_05_26_1_L05_36HP	kazan5500_2015_05_26_1_L05_37HP	kazan5500_2015_05_26_1_L05_38HP	kazan5500_2015_05_26_1_L05_39HP	kazan5500_2015_05_26_1_L06_40HP	kazan5500_2015_05_26_1_L06_41HP	kazan5500_2015_05_26_1_L06_42HP	kazan5500_2015_05_26_1_L06_43HP	kazan5500_2015_05_26_1_L06_44HP	kazan5500_2015_05_26_1_L06_45HP	kazan5500_2015_05_26_1_L06_46HP	kazan5500_2015_06_20_1_L01_50HP	kazan5500_2015_06_20_1_L01_52HP	kazan5500_2015_06_20_1_L01_53HP	kazan5500_2015_06_20_1_L01_54HP	kazan5500_2015_06_20_1_L01_55HP	kazan5500_2015_06_20_1_L01_56HP	kazan5500_2015_06_20_1_L01_57HP	kazan5500_2015_06_20_1_L01_59HP	kazan5500_2015_06_20_1_L02_35HP	kazan5500_2015_06_20_1_L02_48HP	kazan5500_2015_06_20_1_L02_49HP	kazan5500_2015_06_20_1_L02_60HP	kazan5500_2015_06_20_1_L02_61HP	kazan5500_2015_06_20_1_L02_62HP	kazan5500_2015_06_20_1_L02_64HP	kazan5500_2015_06_20_1_L02_65HP	kazan5500_2015_09_22_1_L06_55HP	kazan5500_2015_11_27_1_L02_51HP	kazan5500_2015_11_27_1_L02_58HP	kazan5500_2015_11_27_1_L02_63HP	kazan5500_2015_11_27_1_L02_84HP	kazan5500_2015_11_27_1_L02_97HP	kazan5500_2015_11_27_1_L03_100HP	kazan5500_2015_11_27_1_L03_101HP	kazan5500_2015_11_27_1_L03_102HP	kazan5500_2015_11_27_1_L03_105HP	kazan5500_2015_11_27_1_L03_73HP	kazan5500_2015_11_27_1_L03_74HP	kazan5500_2015_11_27_1_L04_76HP	kazan5500_2015_11_27_1_L04_77HP	kazan5500_2015_11_27_1_L04_78HP	kazan5500_2015_11_27_1_L04_79HP	kazan5500_2015_11_27_1_L04_80HP	kazan5500_2015_11_27_1_L05_81HP	kazan5500_2015_11_27_1_L05_83HP	kazan5500_2015_11_27_1_L05_85HP	kazan5500_2015_11_27_1_L05_86HP	kazan5500_2015_11_27_1_L05_88HP	kazan5500_2015_11_27_1_L05_89HP	kazan5500_2015_11_27_1_L05_90HP	kazan5500_2015_11_27_1_L06_92HP	kazan5500_2015_11_27_1_L06_93HP	kazan5500_2015_11_27_1_L06_95HP	kazan5500_2015_11_27_1_L06_96HP	kazan5500_2015_11_27_1_L06_98HP	kazan5500_2015_12_11_L01_66HP	kazan5500_2015_12_11_L01_67HP	kazan5500_2015_12_11_L01_68HP	kazan5500_2015_12_11_L01_69HP	kazan5500_2015_12_11_L01_70HP	kazan5500_2015_12_11_L01_71HP	kazan5500_2015_12_11_L02_106HP	kazan5500_2015_12_11_L02_107HP	kazan5500_2015_12_11_L02_108HP	kazan5500_2015_12_11_L02_72HP	kazan5500_2015_12_11_L05_7HP	kazan5500_2016_01_26_1_L04_109HP	kazan5500_2016_04_22_1_L01_115HP	kazan5500_2016_04_22_1_L01_119HP	kazan5500_2016_04_22_1_L02_137HP	kazan5500_2016_04_22_1_L02_138HP	kazan5500_2016_04_22_1_L02_140HP	kazan5500_2016_04_22_1_L02_141HP	kazan5500_2016_04_22_1_L02_144HP	kazan5500_2016_04_22_1_L02_145HP	kazan5500_2016_04_22_1_L02_147HP	kazan5500_2016_04_22_1_L03_134HP	kazan5500_2016_04_22_1_L03_135HP	kazan5500_2016_04_22_1_L03_136HP	kazan5500_2016_04_22_1_L03_146HP	kazan5500_2016_04_22_1_L03_149HP	kazan5500_2016_04_22_1_L03_150HP	kazan5500_2016_04_22_1_L05_148HP	kazan5500_2016_05_31_HP_A_L01_130HP	kazan5500_2016_05_31_HP_A_L01_133HP	kazan5500_2016_05_31_HP_A_L01_142HP	kazan5500_2016_05_31_HP_A_L01_143HP	kazan5500_2016_05_31_HP_A_L01_152HP	kazan5500_2016_05_31_HP_A_L01_154HP	kazan5500_2016_05_31_HP_A_L01_165HP	kazan5500_2016_05_31_HP_A_L02_131HP	kazan5500_2016_05_31_HP_A_L02_151HP	kazan5500_2016_05_31_HP_A_L02_155HP	kazan5500_2016_05_31_HP_A_L02_157HP	kazan5500_2016_05_31_HP_A_L02_158HP	kazan5500_2016_05_31_HP_A_L02_159HP	kazan5500_2016_05_31_HP_A_L02_163HP	kazan5500_2016_05_31_HP_A_L03_160HP	kazan5500_2016_05_31_HP_A_L03_162HP	kazan5500_2016_05_31_HP_A_L03_164HP	kazan5500_2016_05_31_HP_A_L03_167HP	kazan5500_2016_05_31_HP_A_L03_168HP	kazan5500_2016_05_31_HP_A_L04_166HP	kazan5500_2016_12_14_1_L01_203HP	kazan5500_2016_12_14_1_L01_204HP	kazan5500_2016_12_14_1_L01_205HP	kazan5500_2016_12_14_1_L01_206HP	kazan5500_2016_12_14_1_L01_207HP	kazan5500_2016_12_14_1_L01_208HP	kazan5500_2016_12_14_1_L02_209HP	kazan5500_2016_12_14_1_L02_210HP	kazan5500_2016_12_14_1_L02_211HP	kazan5500_2016_12_14_1_L02_212HP	kazan5500_2016_12_14_1_L02_213HP	kazan5500_2016_12_14_1_L02_214HP	kazan5500_2016_12_14_1_L03_174HP	kazan5500_2016_12_14_1_L03_175HP	kazan5500_2016_12_14_1_L03_176HP	kazan5500_2016_12_14_1_L03_177HP	kazan5500_2016_12_14_1_L03_215HP	kazan5500_2016_12_14_1_L03_216HP	kazan5500_2016_12_14_1_L04_178HP	kazan5500_2016_12_14_1_L04_179HP	kazan5500_2016_12_14_1_L04_180HP	kazan5500_2016_12_14_1_L04_181HP	kazan5500_2016_12_14_1_L04_182HP	kazan5500_2016_12_14_1_L04_183HP	kazan5500_2016_12_14_1_L05_184HP	kazan5500_2016_12_14_1_L05_185HP	kazan5500_2016_12_14_1_L05_186HP	kazan5500_2016_12_14_1_L05_187HP	kazan5500_2016_12_14_1_L05_188HP	kazan5500_2016_12_14_1_L05_189HP	kazan5500_2016_12_14_1_L06_190HP	kazan5500_2016_12_14_1_L06_191HP
GO:0014074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.437	0	0	0	0	0	0	0	0	0
GO:0015020	0	1.013	5.056	0	0	6.06	0	3.037	0	0	0	0	0	2.028	1.014	0	4.058	6.08	14.186	98.309	0	0	0	0	0	0	0	0	4.045	0	0	3.045	30.564	4.061	217.699	22.271	41.469	0	7.104	7.099	119.477	1.011	0	7.044	0	1.006	2.025	96.223	2.029	0	0	0	0	0	0	0	0	2.031	0	2.014	1.012	5.504	2.024	0	0	2.03	0	1.015	3.04	0	11.127	0	2.028	0	1.015	3.044	0	0	5.052	48.568	40.515	2.03	12.151	4.061	1.015	4.061	29.359	0	0.994	1.012	11.131	1.015	8.116	4.059	0	0	44.417	0	21.228	6.049	8.11	73.611	0	8.058	46.461	0	0	23.258	0	0	1.015	0	4.044	0	27.287	0	3.672	0	1.013	5.056	0	0	6.06	0	3.037	0	0	0	0	0	2.028	1.014	0	4.058	6.08	14.186	98.309	0	0	0	0	0	0	0	0	4.045	0	0	3.045	30.564	4.061	217.699	22.271	41.469	0	7.104	7.099	119.477	1.011	0	7.044	0	1.006	2.025	96.223	2.029	0
GO:0015035	5265.237	13167.591	4356.476	18928.143	5521.43	7110.292	11092.488	4387.896	5517.943	5757.669	4123.811	6546.542	16299.811	3379.611	2851.492	5461.421	10219.289	9528.961	13865.003	11213.463	5940.083	19610.55	10969.426	15794.682	5706.974	15859.862	12534.568	20236.825	8960.961	13474.753	11069.739	25623.641	4176.647	3999.712	16901.532	11092.561	6934.934	10989.971	11533.722	11902.268	8156.195	2900.696	6381.154	4355.89	3068.519	2670.493	3896.254	5665.023	4555.615	1631.972	3524.675	1171.873	3177.804	2443.324	864.675	1216.552	3773.982	7349.13	3458.55	2182.342	2840.317	5103.626	2757.71	2430.804	3076.293	4106.303	13276.163	4884.375	8837.183	14075.802	1485.715	3652.868	4420.586	14333.156	15643.305	7749.779	6709.521	8367.173	7677.889	5527.486	887.57	4011.628	7238.377	8499.177	14707.687	6571.206	1828.566	1123.746	10077.243	1882.556	13614.998	10001.28	4144.817	14467.546	3008.601	2588.768	1883.633	5751.367	1423.398	1799.037	7627.123	3662.681	12460.742	3211.04	6428.854	2805.948	2025.276	3602.024	2972.205	1811.596	1892.829	7212.878	8282.764	2231.3	12970.254	2292.8	3827.42	5265.237	13167.591	4356.476	18928.143	5521.43	7110.292	11092.488	4387.896	5517.943	5757.669	4123.811	6546.542	16299.811	3379.611	2851.492	5461.421	10219.289	9528.961	13865.003	11213.463	5940.083	19610.55	10969.426	15794.682	5706.974	15859.862	12534.568	20236.825	8960.961	13474.753	11069.739	25623.641	4176.647	3999.712	16901.532	11092.561	6934.934	10989.971	11533.722	11902.268	8156.195	2900.696	6381.154	4355.89	3068.519	2670.493	3896.254	5665.023	4555.615	1631.972
GO:0015074	77329.731	110787.858	42733.916	141449.666	51549.697	60728.981	76381.712	103559.562	54626.317	49743.682	73263.147	40054.945	101801.982	30974.353	26103.707	83244.37	133640.799	82048.898	123851.958	94318.771	48480.781	99782.934	73447.88	109547.719	62531.648	97614.623	113646.172	114193.832	72081.134	117356.685	103676.426	147042.077	39128.409	45847.532	120917.488	63841.084	52487.367	93797.265	93386.145	149208.458	41058.492	20010.55	41462.843	36352.873	23767.049	23703.387	54479.622	46448.055	31354.002	18126.152	38752.583	18382.767	28671.789	25283.633	33292.449	38737.417	28237.51	54790.813	28906.853	22666.778	19906.15	62465.146	22604.117	38437.337	34397.247	24073.181	101373.907	51099.929	53606.793	78356.75	14239.861	48565.484	41992.09	105475.976	80835.605	86249.478	63357.804	82409.053	70033.216	45456.734	3869.411	51723.798	66275.902	70792.546	101579.013	40115.805	9002.955	53340.964	64935.076	32714.962	121337.418	97313.362	41375.114	128904.459	56817.854	39602.501	8832.251	56631.751	10800.175	10783.185	57828.553	23087.101	93913.001	23910.991	25895.041	27650.697	19469.359	22054.174	23093.448	25269.133	36720.301	58527.627	76743.219	23011.843	68611.366	15997.519	31622.717	77329.731	110787.858	42733.916	141449.666	51549.697	60728.981	76381.712	103559.562	54626.317	49743.682	73263.147	40054.945	101801.982	30974.353	26103.707	83244.37	133640.799	82048.898	123851.958	94318.771	48480.781	99782.934	73447.88	109547.719	62531.648	97614.623	113646.172	114193.832	72081.134	117356.685	103676.426	147042.077	39128.409	45847.532	120917.488	63841.084	52487.367	93797.265	93386.145	149208.458	41058.492	20010.55	41462.843	36352.873	23767.049	23703.387	54479.622	46448.055	31354.002	18126.152
GO:0015087	347.129	1455.464	639.989	3366.481	536.883	385.329	649.645	190.433	98.733	86.329	215.695	310.786	1758.766	236.108	262.951	287.914	1111.082	1260.933	1465.423	1121.723	328.812	1247.69	938.106	887.757	147.767	377.619	792.292	367.085	820.534	849.476	811.921	1896.519	217.418	122.867	765.564	1301.527	946.912	564.121	1212.656	205.362	731.705	181.291	675.787	454.235	320.447	299.103	61.951	818.281	255.078	96.215	266.274	132.873	142.165	213.419	10.045	8.476	402.916	181.54	290.527	164.207	287.587	166.126	227.265	126.719	210.408	469.692	1228.038	377.83	1030.935	1069.747	237.806	351.167	171.956	1257.555	1791.916	321.599	506.913	656.814	560.118	490.282	263.418	237.549	389.184	715.462	828.952	946.589	372.199	79.873	819.358	30.078	1107.954	463.187	215.773	212.937	162.095	234.671	312.894	187.217	143.986	129.406	194.51	283.058	877.263	117.613	852.081	322.692	35.548	233.784	307.319	58.878	39.49	161.763	276.506	24.476	1700.56	157.656	89.647	347.129	1455.464	639.989	3366.481	536.883	385.329	649.645	190.433	98.733	86.329	215.695	310.786	1758.766	236.108	262.951	287.914	1111.082	1260.933	1465.423	1121.723	328.812	1247.69	938.106	887.757	147.767	377.619	792.292	367.085	820.534	849.476	811.921	1896.519	217.418	122.867	765.564	1301.527	946.912	564.121	1212.656	205.362	731.705	181.291	675.787	454.235	320.447	299.103	61.951	818.281	255.078	96.215
GO:0015093	382.722	341.275	812.955	1305.845	268.246	127.559	1399.183	1891.98	788.545	625.618	147.338	214.178	462.391	800.444	703.672	222.049	1120.808	400.105	350.101	1585.817	821.219	647.366	1069.977	2469.062	370.611	393.592	639.42	405.85	1807.071	316.415	616.976	1938.889	981.125	1479.472	2475.151	1440.535	1665.686	2173.296	168.455	685.777	123.655	98.831	112.415	192.006	382.891	230.14	41.017	428.627	933.172	66.506	187.04	123.219	187.527	381.845	38.965	28.195	460.027	394.296	328.167	266.266	196.805	255.505	288.457	96.067	285.196	71.924	553.995	292.367	191.789	661.305	341.637	194.276	859.69	270.308	717.7	533.324	588.573	837.831	764.322	565.334	24.034	220.488	237.447	531.653	552.862	266.271	185.457	31.852	817.286	177.057	1717.487	739.284	439.099	3664.323	269.457	228.632	22.412	476.661	274.383	135.157	1271.088	93.569	471.068	606.561	107.208	124.374	113.954	446.98	138.29	166.475	355.333	1007.121	408.311	127.795	29.41	293.177	1017.648	382.722	341.275	812.955	1305.845	268.246	127.559	1399.183	1891.98	788.545	625.618	147.338	214.178	462.391	800.444	703.672	222.049	1120.808	400.105	350.101	1585.817	821.219	647.366	1069.977	2469.062	370.611	393.592	639.42	405.85	1807.071	316.415	616.976	1938.889	981.125	1479.472	2475.151	1440.535	1665.686	2173.296	168.455	685.777	123.655	98.831	112.415	192.006	382.891	230.14	41.017	428.627	933.172	66.506
GO:0015095	1343.468	1874.492	1022.865	5329.522	2022.433	556.106	2553.34	747.258	977.345	995.489	703.843	1092.036	2992.725	789.339	523.165	1163.971	3063.976	1655.915	1606.189	1498.283	1624.222	2396.999	2795.049	5741.38	1600.904	709.645	1278.739	813.58	2407.381	1537.197	1998.741	5524.256	773.263	973.887	5450.973	2816.91	2163.289	3254.597	3708.015	2274.768	1266.893	756.556	962.637	599.448	806.641	671.921	224.058	1305.492	1343.309	783.116	1064.798	308.324	1067.222	993.532	122.096	59.005	1043.892	1844.147	863.68	586.15	810.223	557.129	439.957	339.052	573.902	718.187	2635.561	844.747	1439.646	2653.635	461.977	744.647	703.316	2227.697	2916.96	1068.625	1270.024	1517.583	1427.782	1900.987	268.69	582.71	781.516	2776.923	5780.492	1324.594	481.431	163.979	1812.647	288.259	3625.498	1834.018	1187.889	4610.669	580.299	637.875	348.821	1105.656	377.604	243.626	1165.263	263.886	1282.266	619.821	1344.248	566.475	794.077	653.531	517.982	328.668	225.936	2447.994	1499.659	1548.434	3900.983	638.958	1341.457	1343.468	1874.492	1022.865	5329.522	2022.433	556.106	2553.34	747.258	977.345	995.489	703.843	1092.036	2992.725	789.339	523.165	1163.971	3063.976	1655.915	1606.189	1498.283	1624.222	2396.999	2795.049	5741.38	1600.904	709.645	1278.739	813.58	2407.381	1537.197	1998.741	5524.256	773.263	973.887	5450.973	2816.91	2163.289	3254.597	3708.015	2274.768	1266.893	756.556	962.637	599.448	806.641	671.921	224.058	1305.492	1343.309	783.116
GO:0015099	0	5.322	28.317	1.031	2.551	36.506	4.478	30.101	2.71	3.527	1.397	6.943	0	6.223	6.336	9.78	66.491	47.587	108.166	629.582	4.336	0	7.069	16.81	13.082	11.342	0	0	133.064	66.016	3.73	18.378	70.111	26.147	1303.315	152.876	312.002	22.621	108.922	27.901	1147.55	7.572	0.465	32.626	2.64	5.075	7.31	548.012	47.735	8.303	3.626	0	0	37.615	6.895	3.445	5.236	2.53	6.162	23.525	3.7	10.017	20.518	0	5.827	14.015	1.037	8.755	0	7.038	97.495	1.276	56.067	0	4.861	18.694	3.892	2.835	24.533	384.366	243.296	8.511	175.345	31.178	9.588	19.543	80.128	34.547	28.293	2.592	97.838	17.536	81.88	38.117	1.115	20.519	199.007	1.294	57.84	31.644	59.586	390.608	7.629	70.831	223.699	1.713	0	78.446	3.521	8.97	13.288	52.765	40.341	4.911	664.795	0	16.213	0	5.322	28.317	1.031	2.551	36.506	4.478	30.101	2.71	3.527	1.397	6.943	0	6.223	6.336	9.78	66.491	47.587	108.166	629.582	4.336	0	7.069	16.81	13.082	11.342	0	0	133.064	66.016	3.73	18.378	70.111	26.147	1303.315	152.876	312.002	22.621	108.922	27.901	1147.55	7.572	0.465	32.626	2.64	5.075	7.31	548.012	47.735	8.303
GO:0015105	157.885	214.3	407.505	1250.903	606.347	204.853	143.903	99.743	64.252	184.654	45.055	55.212	397.848	190.045	420.595	76.735	132.505	88.381	349.067	292.861	227.19	334.684	1852.427	2245.258	508.501	104.571	922.98	268.198	264.596	180.34	334.939	1094.026	162.623	133.291	245.364	550.924	215.966	414.856	319.322	113.781	124.263	119.693	79.434	55.563	267.023	130.542	147.991	50.332	143.2	71.934	67.852	31.414	316.046	264.36	24.716	131.975	357.674	309.022	287.511	152.645	421.24	109.979	51.633	52.596	64.016	473.696	522.605	190.625	930.769	183.471	81.706	44.426	73.975	205.665	1569.015	329.509	77.234	198.286	583.019	273.952	2.361	174.853	31.911	559.02	1495.954	216.256	138.853	22.968	201.287	141.981	729.057	2538.809	585.923	1450.516	205.279	126.161	25.43	358.443	256.807	21.13	1026.85	698.313	929.636	354.394	374.939	30.323	34.171	493.652	174.501	172.039	27.806	291.96	171.644	1033.582	567.767	101.693	52.921	157.885	214.3	407.505	1250.903	606.347	204.853	143.903	99.743	64.252	184.654	45.055	55.212	397.848	190.045	420.595	76.735	132.505	88.381	349.067	292.861	227.19	334.684	1852.427	2245.258	508.501	104.571	922.98	268.198	264.596	180.34	334.939	1094.026	162.623	133.291	245.364	550.924	215.966	414.856	319.322	113.781	124.263	119.693	79.434	55.563	267.023	130.542	147.991	50.332	143.2	71.934
GO:0015109	3992.854	5144.514	1505.065	7957.552	2045.325	12210.053	4639.407	2737.406	2894.477	3244.974	5996.286	1800.629	8087.323	1354.207	1353.134	4131.847	3662.936	3607.461	4902.186	5301.762	3459.819	11955.38	6353.641	8799.045	2138.822	8798.498	17023.619	13853.78	5092.728	5978.657	5076.891	10552.434	2173.794	2190.529	6460.655	4120.437	2904.89	5395.252	7526.483	7533.787	2726.882	802.238	2813.518	1790.967	1971.354	1527.809	5597.849	1324.686	1946.079	818.25	1426.401	472.193	2053.318	1727.382	1518.15	2083.175	2333.643	1980.585	1056.095	1727.26	1089.886	1965.171	829.89	3375.241	1621.284	1061.385	4084.375	2482.316	2124.455	5382.368	409.646	1279.902	2437.272	5696.864	7111.589	9003.841	2377.812	3216.456	4445.32	2273.522	57.832	5172.749	7466.773	4289.467	10253.797	2672.781	587.252	1409.724	3302.919	2149.778	7058.098	8586.58	1334.264	2862.218	1327.71	1414.271	98.343	2552.156	729.898	573.152	3054.607	2912.211	5671.884	1695.474	1810.045	711.499	687.195	1427.279	1312.507	1313.487	1541.721	3649.842	2747.591	540.571	3137.932	691.903	1619.183	3992.854	5144.514	1505.065	7957.552	2045.325	12210.053	4639.407	2737.406	2894.477	3244.974	5996.286	1800.629	8087.323	1354.207	1353.134	4131.847	3662.936	3607.461	4902.186	5301.762	3459.819	11955.38	6353.641	8799.045	2138.822	8798.498	17023.619	13853.78	5092.728	5978.657	5076.891	10552.434	2173.794	2190.529	6460.655	4120.437	2904.89	5395.252	7526.483	7533.787	2726.882	802.238	2813.518	1790.967	1971.354	1527.809	5597.849	1324.686	1946.079	818.25
GO:0015112	0	6.801	16.018	0	0	18.296	1.198	14.23	0	3.393	0	21.069	0	7.876	6.811	4.796	35.24	29.674	114.183	213.815	0.737	0	0	2.238	15.234	1.49	0	0	69.346	5.524	0	7.976	34.257	11.594	497.658	43.955	86.911	0	35.776	21.073	401.397	1.946	0.747	16.69	0	0.747	1.486	337.568	11.681	3.869	2.66	0	0	24.644	1.486	2.646	4.847	7.437	1.49	10.838	1.473	0	11.676	0	0	2.981	0.747	3.724	3.404	1.198	58.775	0	10.633	0	4.897	14.459	0.745	0.747	16.7	195.964	141.139	3.392	132.021	8.199	0	5.216	46.592	13.905	0.747	0.74	66.191	12.266	35.244	8.18	0	17.752	144.371	0	27.425	10.869	19.028	241.264	4.897	25.463	132.583	1.482	0	91.936	0	0	4.454	0	15.106	0	425.006	0	5.51	0	6.801	16.018	0	0	18.296	1.198	14.23	0	3.393	0	21.069	0	7.876	6.811	4.796	35.24	29.674	114.183	213.815	0.737	0	0	2.238	15.234	1.49	0	0	69.346	5.524	0	7.976	34.257	11.594	497.658	43.955	86.911	0	35.776	21.073	401.397	1.946	0.747	16.69	0	0.747	1.486	337.568	11.681	3.869
GO:0015128	310.991	767.416	294.944	1688.912	245.937	219.404	498.34	381	274.358	266.575	324.867	201.055	1061.329	393.099	192.083	275.463	1458.92	656.796	1146.478	2370.16	283.467	524.089	887.048	1565.131	429.526	2307.875	644.323	273.286	617.912	1238.22	572.816	1242.746	351.486	477.619	3038.465	2870.066	2409.001	1960.657	748.678	1072.116	3180.036	102.841	715.916	509.825	103.632	117.995	143.187	1230.828	360.995	244.67	318.974	93.499	382.152	436.656	65.211	29.577	142.363	1013.997	201.264	238.114	206.124	158.751	129.312	143.186	456.412	144.287	555.288	390.217	463.952	1315.435	265.232	292.141	356.196	585.733	1263.772	282.012	118.557	146.29	272.253	1005.944	668.91	139.677	470.589	1495.881	1916.797	437.353	303.926	49.715	436.86	133.656	916.697	906.866	384.616	1352.911	160.361	226.429	497.846	277.504	202.648	119.732	527.038	923.413	316.443	355.09	1023.499	134.207	288.645	366.162	194.209	62.056	93.254	1443.887	777.634	43.788	3394.547	69.163	160.597	310.991	767.416	294.944	1688.912	245.937	219.404	498.34	381	274.358	266.575	324.867	201.055	1061.329	393.099	192.083	275.463	1458.92	656.796	1146.478	2370.16	283.467	524.089	887.048	1565.131	429.526	2307.875	644.323	273.286	617.912	1238.22	572.816	1242.746	351.486	477.619	3038.465	2870.066	2409.001	1960.657	748.678	1072.116	3180.036	102.841	715.916	509.825	103.632	117.995	143.187	1230.828	360.995	244.67
GO:0015129	861.257	1045.283	138.621	1925.19	255.295	3321.494	580.643	819.229	687.752	223.641	1858.313	61.992	1349.96	112.951	110.826	763.496	346.531	524.096	689.184	1028.618	326.511	2417.457	650.881	913.91	199.904	70.663	4184.986	3301.831	236.43	746.898	478.017	2039.961	236.369	118.165	1004.807	764.138	512.274	613.172	2021.147	2066.937	800.116	36.259	526.471	224.695	189.482	159.733	1579.113	859.983	338.321	101.799	153.046	50.669	122.849	104.28	509.754	860.91	214.68	609.962	244.524	265.025	240.18	262.403	221.698	966.284	49.84	438.205	555.569	348.12	877.64	893.397	112.28	208.042	346.629	842.468	1682.682	2178.072	452.702	570.576	768.404	489.73	208.075	1248.208	1813.428	98.153	97.975	197.556	179.138	530.441	888.318	503.306	640.504	1107.126	287.971	663.451	74.255	604.523	285.399	149.594	159.162	80.633	1248.013	603.86	719.025	207.325	537.731	235.334	52.945	191.748	204.026	433.363	637.757	226.367	269.093	185.937	778.929	81.692	64.26	861.257	1045.283	138.621	1925.19	255.295	3321.494	580.643	819.229	687.752	223.641	1858.313	61.992	1349.96	112.951	110.826	763.496	346.531	524.096	689.184	1028.618	326.511	2417.457	650.881	913.91	199.904	70.663	4184.986	3301.831	236.43	746.898	478.017	2039.961	236.369	118.165	1004.807	764.138	512.274	613.172	2021.147	2066.937	800.116	36.259	526.471	224.695	189.482	159.733	1579.113	859.983	338.321	101.799
GO:0015154	149.252	51.435	557.133	1143.19	159.335	94.237	1027.272	1091.984	848.407	634.238	207.441	112.505	182.837	131.213	125.456	218.293	1111.756	216.62	378.247	977.529	99.898	49.388	170.557	364.675	143.808	78.911	110.487	231.695	640.455	211.739	905.277	383.394	460.77	790.565	1949.086	710.027	791.027	181.496	308.194	772.224	2655.754	48.663	12.703	99.839	63.992	64.894	55.653	1589.059	1038.18	221.805	136.28	78.898	232.463	359.779	163.535	19.3	60.886	51.583	43.165	152.85	36.917	48.626	56.234	89.089	211.133	40.091	137.806	48.692	18.183	82.793	385.183	56.979	81.422	284.715	557.577	224.112	241.413	61.181	228.055	811.006	561.386	125.711	439.446	239.433	1051.833	134.124	232.147	77.647	29.03	55.092	346.476	308.818	612.411	2693.139	100.139	153.028	626.393	137.133	178.822	97.451	894.925	1123.763	128.333	156.534	716.763	35.464	262.589	284.879	13.065	34.092	188.655	481.397	558.763	51.553	2828.639	368.912	1206.153	149.252	51.435	557.133	1143.19	159.335	94.237	1027.272	1091.984	848.407	634.238	207.441	112.505	182.837	131.213	125.456	218.293	1111.756	216.62	378.247	977.529	99.898	49.388	170.557	364.675	143.808	78.911	110.487	231.695	640.455	211.739	905.277	383.394	460.77	790.565	1949.086	710.027	791.027	181.496	308.194	772.224	2655.754	48.663	12.703	99.839	63.992	64.894	55.653	1589.059	1038.18	221.805
